,name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
1155,Karbonn A6,0,"2013, March. Released 2013, March",114.5 g (4.02 oz),"IPS LCD capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~54.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",1.0 GHz,"104 MB, 512 MB RAM","104 MB, 512 MB RAM",5 MP,Yes,Yes,Removable Li-Ion 1450 mAh battery,About 80 EUR
1156,Karbonn A4,0,"2013, March. Released 2013, March",75 g (2.65 oz),"TFT capacitive touchscreen, 256K colors","4.0 inches, 47.6 cm2 (~57.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~144 ppi density)",,"256 MB, 512 MB","256 MB, 512 MB",3.15 MP,Yes,Yes,Li-Ion 1400 mAh battery,About 70 EUR
1157,Karbonn A3,0,"2013, March. Released 2013, March",90 g (3.17 oz),"TFT capacitive touchscreen, 16M colors","4.0 inches, 47.6 cm2 (~69.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~144 ppi density)",1.0 GHz,"256 MB RAM, 512 MB","256 MB RAM, 512 MB",3.15 MP,VGA,Yes,Li-Ion 1400 mAh battery,About 70 EUR
1158,Karbonn A2,0,"2013, March. Released 2013, March",110 g (3.88 oz),Capacitive touchscreen,"4.0 inches, 45.5 cm2 (~57.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,200 MB,200 MB,3.15 MP,Yes,Yes,Li-Ion 1750 mAh battery,About 70 EUR
1159,Karbonn S5 Titanium,0,"2013, March. Released 2013, May",200 g (7.05 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Quad-core 1.2 GHz Cortex-A5,"4 GB, 1 GB RAM","4 GB, 1 GB RAM","8 MP, AF",2 MP,"2.1, A2DP",Removable Li-Ion 2000 mAh battery,About 160 EUR
1160,Karbonn S1 Titanium,0,"2013, January. Released 2013, January",-,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.8% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Quad-core 1.2 GHz,"4 GB, 1 GB RAM","4 GB, 1 GB RAM","5 MP, AF",Yes,Yes,Li-Ion 1600 mAh battery,About 150 EUR
1161,Karbonn Smart Tab 9,0,2012. Released 2012,-,TFT capacitive touchscreen,"9.0 inches, 230.5 cm2","480 x 800 pixels, 5:3 ratio (~104 ppi density)",1.2 GHz,"2 GB, 512 MB RAM","2 GB, 512 MB RAM",1.3 MP,No,Yes,Non-removable Li-Ion 4000 mAh battery,About 90 EUR
1162,Karbonn Smart Tab 8,0,2012. Released 2012,-,TFT capacitive touchscreen,"8.0 inches, 198.2 cm2","1024 x 768 pixels, 4:3 ratio (~160 ppi density)",Dual-core 1.5 GHz Cortex-A9,"1.5 GB, 1 GB RAM","1.5 GB, 1 GB RAM",3.15 MP,Yes,Yes,Non-removable Li-Ion 4500 mAh battery,About 100 EUR
1163,Karbonn Smart Tab 10,0,2012. Released 2012,-,TFT capacitive touchscreen,"9.7 inches, 291.4 cm2","1024 x 768 pixels, 4:3 ratio (~132 ppi density)",Dual-core 1.5 GHz Cortex-A9,"1.5 GB, 1 GB RAM","1.5 GB, 1 GB RAM",2 MP,Yes,Yes,Non-removable Li-Ion 6000 mAh battery,About 140 EUR
1164,Karbonn Smart Tab2,0,2012. Released 2012,-,TFT capacitive touchscreen,"7.0 inches, 139.5 cm2","480 x 800 pixels, 5:3 ratio (~133 ppi density)",1.2 GHz,"1 GB, 512 MB RAM","1 GB, 512 MB RAM",2 MP,No,"4.0, A2DP",Non-removable Li-Ion 3700 mAh battery,About 70 EUR
1165,Karbonn Smart Tab 7,0,2012. Released 2012,-,TFT capacitive touchscreen,"8.0 inches, 182.2 cm2","480 x 800 pixels, 5:3 ratio (~117 ppi density)",1.2 GHz,"1 GB, 512 MB RAM","1 GB, 512 MB RAM",2 MP,No,"4.0, A2DP",Non-removable Li-Ion 3700 mAh battery,About 80 EUR
1166,Karbonn KT21 Express,0,2012,-,TFT capacitive touchscreen,"2.8 inches, 24.3 cm2","240 x 320 pixels, 4:3 ratio",,,,3.15 MP,No,2.0,Removable Li-Ion 1000 mAh battery,About 40 EUR
1167,Karbonn K65 Buzz,0,2012,-,TFT capacitive touchscreen,"3.5 inches, 37.9 cm2","320 x 480 pixels, 4:3 ratio",,,,2 MP,No,2.0,Removable Li-Ion 1200 mAh battery,About 40 EUR
1168,Karbonn K9 Jumbo,0,2012,112 g (3.95 oz),"TFT, 256K colors","2.4 inches, 17.8 cm2 (~31.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,1.3 MP,No,2.0,Removable Li-Ion 1800 mAh battery,About 30 EUR
1169,Kyocera DuraForce Pro 2,1,"2018, November",243 g (8.25 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~62.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Octa-core 2.2 GHz Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, AF
8 MP (ultra wide; dedicated video camera)",5 MP,"5.0, A2DP, LE",Non-removable Li-Ion 3240 mAh battery,About 444 USD
1170,Kyocera DuraForce Pro,1,"2016, August",230 g (8.11 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~63.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, AF
2 MP",5 MP,"4.2, A2DP, LE",Non-removable Li-Ion 3240 mAh battery,
1171,Kyocera DuraForce XD,1,"2015, October",307 g (10.83 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~62.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~258 ppi density)",Quad-core 1.6 GHz Cortex-A7,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",2 MP,"4.1, A2DP, EDR, LE",Removable Li-Ion 3700 mAh battery,
1172,Kyocera DuraForce,1,"2014, November",200 g (7.05 oz),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~57.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",Quad-core 1.4 GHz Cortex-A7,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",2 MP,"4.0, A2DP, EDR, LE",Non-removable Li-Ion 3100 mAh battery,About 320 EUR
1173,Kyocera Hydro Life,0,"2014, August",136 g (4.80 oz),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~64.8% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Quad-core 1.2 GHz Cortex-A7,"8 GB, 1.5 GB RAM","8 GB, 1.5 GB RAM",5 MP,2 MP,"4.0, A2DP, EDR, LE",Removable Li-Ion 2000 mAh battery,
1174,Kyocera Brigadier,1,"2014, July",187.1 g (6.60 oz),"Capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~59.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",Quad-core 1.4 GHz Cortex-A7,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",2 MP,"4.0, A2DP, EDR, LE",Non-removable Li-Ion 3100 mAh battery,About 300 EUR
1175,Kyocera Hydro Elite,1,"2013, Q3. Released 2013, Q3",128 g (4.52 oz),"Capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~68.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)",Dual-core 1.5 GHz Krait,"16 GB, 1.5 GB RAM","16 GB, 1.5 GB RAM","8 MP, AF",1.3 MP,"4.0, A2DP, EDR, LE",Removable Li-Ion 2100 mAh battery,
1176,Kyocera Hydro Xtrm,1,"2013, May. Released 2013, June",139 g (4.90 oz),IPS LCD capacitive touchscreen,"4.0 inches, 45.5 cm2 (~57.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Dual-core 1.2 GHz Krait,"4 GB, 1 GB RAM","4 GB, 1 GB RAM","5 MP, AF",1.3 MP,"4.0, A2DP, EDR, LE",Removable Li-Ion 2000 mAh battery,
1177,Kyocera Torque E6710,1,"2013, January. Released 2013, March",168.5 g (5.93 oz),IPS LCD capacitive touchscreen. 16M colors,"4.0 inches, 45.5 cm2 (~51.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Dual-core 1.2 GHz Krait,"4 GB (1 GB user available), 1 GB RAM","4 GB (1 GB user available), 1 GB RAM","5 MP, AF",1.3 MP,"4.0, A2DP, EDR, LE",Removable Li-Ion 2500 mAh battery,About 270 EUR
1178,Kyocera Hydro C5170,0,"2012, May. Released 2012, Q3",120 g (4.23 oz),IPS LCD capacitive touchscreen,"3.5 inches, 36.5 cm2 (~51.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",1.0 GHz,"2 GB, 512 MB RAM","2 GB, 512 MB RAM","3.15 MP, AF",No,"2.1, A2DP, EDR",Removable Li-Ion 1500 mAh battery,
1179,Kyocera Rise C5155,0,"2012, May. Released 2012, August",158 g (5.57 oz),IPS LCD capacitive touchscreen,"3.5 inches, 36.5 cm2 (~53.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",1.0 GHz,"2 GB, 512 MB RAM","2 GB, 512 MB RAM","3.15 MP, AF",No,"2.1, A2DP, EDR",Removable Li-Ion 1500 mAh battery,
1180,Kyocera Milano C5121,0,"2011, September. Released 2011, September",158 g (5.57 oz),"TFT capacitive touchscreen, 256K colors","3.0 inches, 27.9 cm2 (~43.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)",800 MHz,"512 MB, 512 MB RAM","512 MB, 512 MB RAM","3.15 MP, AF",No,"2.1, A2DP, EDR",Removable Li-Ion 1490 mAh battery,
1181,Kyocera Milano C5120,0,"2011, September. Released 2011, September",158 g (5.57 oz),"TFT capacitive touchscreen, 256K colors","3.0 inches, 27.9 cm2 (~43.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)",800 MHz,"512 MB, 512 MB RAM","512 MB, 512 MB RAM","3.15 MP, AF",No,"2.1, A2DP, EDR",Removable Li-Ion 1490 mAh battery,
1182,Kyocera Presto S1350,0,"2011, October. Released 2011, October",76 g (2.68 oz),"TFT, 256K colors","1.8 inches, 10.2 cm2 (~19.7% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,67 MB,67 MB,VGA,No,"2.1, A2DP, EDR",Removable Li-Ion 920 mAh battery,
1183,Kyocera Brio,0,"2011, September. Released 2011, September",105 g (3.70 oz),"TFT, 256K colors","2.2 inches, 15.0 cm2 (~22.0% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~182 ppi density)",,128 MB,128 MB,1.3 MP,No,"2.0, A2DP, EDR",Removable Li-Ion 870 mAh battery,
1184,Kyocera Echo,0,"2011, March. Released 2011, April",193 g (6.81 oz),"Dual TFT capacitive touchscreens, 256K colors","3.5 inches, 34.9 cm2 (~53.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~267 ppi density)",1.0 GHz Scorpion,"1 GB, 512 MB RAM","1 GB, 512 MB RAM","5 MP, AF",Yes,"2.1, A2DP, EDR",Removable Li-Ion 1370 mAh battery,About 350 EUR
1185,Kyocera DuraCore E4210,0,"2011, July",126 g (4.44 oz),"TFT, 256K colors","2.0 inches, 12.4 cm2 (~25.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,No,,"2.0, A2DP, EDR",Removable Li-Ion 1360 mAh battery,
1186,Kyocera DuraMax,0,"2011, July. Released 2011, October",144 g (5.08 oz),"TFT, 256K colors","2.0 inches, 12.4 cm2 (~22.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,3.2 MP,No,"2.0, A2DP, EDR",Removable Li-Ion 1360 mAh battery,
1187,Kyocera E4600,0,"2008, August. Released 2008, August",85 g (3.00 oz),"TFT, 65K colors","2.2 inches, 15.2 cm2 (~29.0% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),,,,2 MP,No,"2.0, A2DP",Removable Li-Ion 780 mAh battery,
1188,Kyocera Solo E4000,0,"2008, August. Released 2008, August",90 g (3.17 oz),"TFT, 65K colors",,"240 x 320 pixels, 4:3 ratio",,,,2 MP,No,"2.0, A2DP",Removable Li-Ion 900 mAh battery,
1189,Kyocera E3500,0,"2008, April. Released 2008, April",84 g (2.96 oz),"TFT, 256K colors","2.0 inches, 12.6 cm2 (~24.2% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,1.3 MP,No,"2.0, A2DP",Removable Li-Ion 920 mAh battery,
1190,Kyocera E2500,0,"2008, April. Released 2008, April",69 g (2.43 oz),"CSTN, 65K colors","2.0 inches, 12.9 cm2 (~25.6% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~91 ppi density)",,,,1.3 MP,No,"1.2, A2DP",Removable Li-Ion 920 mAh battery,About 70 EUR
1191,Kyocera S1600,0,"2008, April. Released 2008, April",59 g (2.08 oz),"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~14.5% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,VGA,No,No,Removable Li-Ion 650 mAh battery,
1192,Kyocera TG 200,0,2000,75 g (2.65 oz),Monochrome graphic,,5 lines,,,,No,,No,Removable Li-Ion battery,
1193,Lava Z81,1,"2018, October",141 g (4.97 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~75.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Quad-core 2.0 GHz Cortex-A53,"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, f/2.2","13 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Po 3000 mAh battery,
1194,Lava Z60s,1,"2018, August",136 g (4.80 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.5 GHz Cortex-A53,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","5 MP, f/2.0, AF","5 MP, f/2.4","4.0, A2DP",Non-removable Li-Po 2500 mAh battery,About 4950 INR
1195,Lava Z61,1,"2018, July",139 g (4.90 oz),"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~74.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Quad-core 1.5 GHz Cortex-A53,"16 GB, 1/2 GB RAM","16 GB, 1/2 GB RAM","8 MP, f/2.0, 1.12m, AF","5 MP, f/2.4","4.0, A2DP",Removable Li-Po 3000 mAh battery,About 5700 INR
1196,Lava Z91 (2GB),1,"2018, July",147 g (5.19 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~75.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.0, 1.12m, AF","8 MP, f/2.2","4.0, A2DP",Non-removable Li-Po 3000 mAh battery,About 9000 INR
1197,Lava Z91,1,"2018, March",147 g (5.19 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~75.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Quad-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.0, 1.12m, AF","8 MP, f/2.2","4.0, A2DP",Non-removable Li-Po 3000 mAh battery,About 10000 INR
1198,Lava Z50,1,"2018, March",140 g (4.94 oz),"TN TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Quad-core 1.1 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","5 MP, AF",5 MP,"4.0, A2DP",Removable Li-Po 2000 mAh battery,About 4400 INR
1199,Lava Z90,1,"2017, September",159 g (5.61 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Quad-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","8 MP, f/2.0, AF
2 MP, depth sensor","8 MP, f/2.0","4.0, A2DP",Non-removable Li-Ion 2750 mAh battery,About 10750 INR
1200,Lava Z80,1,"2017, September",136.8 g (4.83 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~63.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 3 GB RAM","16 GB, 3 GB RAM","8 MP, f/2.0","5 MP, f/2.0, 1/4"", 1.4m","4.0, A2DP",Removable Li-Po 2500 mAh battery,About 9000 INR
1201,Lava Z60,1,"2017, September",149 g (5.26 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.1 GHz Cortex-A53,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","5 MP, AF, f/2.0",5 MP,"4.0, A2DP",Non-removable Li-Po 2500 mAh battery,About 6500 INR
1202,Lava A97 2GB+,1,"2017, June",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.3 GHz,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Removable Li-Ion 2350 mAh battery,About 7700 INR
1203,Lava A44,1,"2017, June",141 g (4.97 oz),TN capacitive touchscreen,"4.0 inches, 44.1 cm2 (~56.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~245 ppi density)",Quad-core 1.1 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,2 MP,2.1,Removable Li-Ion 1500 mAh battery,About 5400 INR
1204,Lava A77,1,"2017, May",140 g (4.94 oz),"TN capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.5% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Quad-core 1.3 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,5 MP,"4.0, A2DP",Removable Li-Ion 2000 mAh battery,About 6099 INR
1205,Lava Z25,1,"2017, March",163 g (5.75 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 4 GB RAM","32 GB, 4 GB RAM","13 MP, f/2.0, 1/3"", 1.12m, PDAF","8 MP, f/2.0","4.0, A2DP",Non-removable Li-Ion 3020 mAh battery,About 250 EUR
1206,Lava Z10,1,"2017, March",148 g (5.22 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2/3 GB RAM","16 GB, 2/3 GB RAM","8 MP, f/2.0, 1/3.2"", 1.4m, AF","5 MP, 1/4"", 1.4m","4.0, A2DP",Non-removable Li-Ion 2620 mAh battery,About 160 EUR
1207,Lava X28 Plus,1,"2017, February",175 g (6.17 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.3 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Removable Li-Ion 2600 mAh battery,
1208,Lava A73,0,"2017, February",-,TN capacitive touchscreen,"5.0 inches, 68.9 cm2 (~65.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.2 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,5 MP,"4.0, A2DP",Removable Li-Ion 2000 mAh battery,
1209,Lava X19,0,"2016, December",-,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz,"8 GB, 2 GB RAM","8 GB, 2 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Removable Li-Ion 2200 mAh battery,
1210,Lava A55,0,"2016, November",-,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Quad-core 1.2 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,VGA,"2.1, EDR",Removable Li-Ion 1550 mAh battery,
1211,Lava A50,0,"2016, November",-,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Quad-core 1.2 GHz,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",5 MP,VGA,"2.1, EDR",Removable Li-Ion 1550 mAh battery,
1212,Lava X50 Plus,1,"2016, November",158 g (5.57 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~74.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core,"32 GB, 2 GB RAM","32 GB, 2 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Removable Li-Po 2800 mAh battery,
1213,Lava X41 Plus,1,"2016, October",156 g (5.50 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz,"32 GB, 2 GB RAM","32 GB, 2 GB RAM","8 MP, f/2.0, 1/3.2"", 1.4m","5 MP, f/2.2","4.0, A2DP",Removable Li-Po 2500 mAh battery,
1214,Lava A51,0,"2016, October",-,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Quad-core 1.2 GHz,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",5 MP,VGA,"2.1, EDR",Removable Li-Ion 1750 mAh battery,
1215,Lava A76+,1,"2016, October",135 g (4.76 oz),"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Quad-core 1.5 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,5 MP,"4.0, A2DP",Non-removable Li-Ion 1850 mAh battery,
1216,Lava A97,1,"2016, September",160 g (5.64 oz),"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.3 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,5 MP,"4.0, A2DP",Removable Li-Ion 2350 mAh battery,
1217,Lava X28,1,"2016, September",-,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.3 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",8 MP,5 MP,"4.0, A2DP",Li-Po 2600 mAh battery,
1218,Lava P7+,0,"2016, June",-,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",8 MP,5 MP,"4.0, A2DP",Removable Li-Po 2500 mAh battery,
1219,Lava A48,0,"2016, August",116.4 g (4.09 oz),Capacitive touchscreen,"4.0 inches, 45.5 cm2 (~56.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Quad-core 1.2 GHz,"8 GB, 512 MB RAM","8 GB, 512 MB RAM",2 MP,VGA,2.0,Li-Ion 1300 mAh battery,
1220,Lava X38,1,"2016, July",-,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.0 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",8 MP,2 MP,"4.0, A2DP",Non-removable Li-Ion 4000 mAh battery,
1221,Lava A32,0,"2016, July",92 g (3.25 oz),Capacitive touchscreen,"4.0 inches, 45.5 cm2 (~56.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",1 GHz,"512 MB, 256 MB RAM","512 MB, 256 MB RAM",2 MP,VGA,2.1,Removable Li-Ion 1500 mAh battery,
1222,Lava A68,0,"2016, June",130 g (4.59 oz),TFT capacitive touchscreen,"4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Quad-core 1.2 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,"VGA, LED flash","2.1, EDR",Removable Li-Ion 1750 mAh battery,
1223,Lava X50,1,"2016, July",-,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~74.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core,"8 GB, 2 GB RAM","8 GB, 2 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Removable Li-Po 2800 mAh battery,
1224,Lava X17,1,"2016, July",-,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Removable Li-Ion 2350 mAh battery,
1225,Lava X81,1,"2016, June",-,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio",Quad-core 1.3 GHz Cortex-A53,"16 GB, 3 GB RAM","16 GB, 3 GB RAM","13 MP, AF, f/2.0","5 MP, f/2.4","4.0, A2DP",Non-removable Li-Ion 2700 mAh battery,
1226,Lava X46,1,"2016, June",-,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz,"8 GB, 2 GB RAM","8 GB, 2 GB RAM",8 MP,5 MP,"4.0, A2DP",Li-Po 2500 mAh battery,
