name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
Meizu X8,1,2018,160,LCD,6.2,398,2.2,6.0,128.0,12.0,20.0,5.0,3210,228.0
Meizu V8 Pro,1,2018,159,LCD,5.7,282,2.0,4.0,64.0,12.0,5.0,5.0,3100,170.99999999999997
Meizu V8,1,2018,145,LCD,5.7,282,1.5,0.0,32.0,13.0,5.0,4.2,3200,114.0
Meizu 16X,1,2018,154,OLED,6.0,402,2.2,6.0,128.0,12.0,20.0,5.0,3100,341.99999999999994
Meizu 16,1,2018,152,OLED,6.0,402,2.8,8.0,128.0,12.0,20.0,5.0,3010,467.4
Meizu 16 Plus,1,2018,182,OLED,6.5,374,2.8,8.0,256.0,12.0,20.0,5.0,3570,547.1999999999998
Meizu M6T,1,2018,145,LCD,5.7,282,1.5,4.0,64.0,13.0,8.0,4.1,3300,148.2
Meizu M8c,1,2018,140,LCD,5.45,295,1.4,2.0,32.0,13.0,8.0,4.1,3070,159.6
Meizu 15 Plus,1,2018,177,OLED,5.95,494,2.5,6.0,128.0,12.0,20.0,4.2,3500,547.1999999999998
Meizu 15,1,2018,152,OLED,5.46,403,2.2,4.0,128.0,12.0,20.0,4.2,3000,456.0
Meizu 15 Lite,1,2018,145,LCD,5.46,403,2.2,4.0,64.0,12.0,20.0,4.2,3000,273.6
Meizu E3,1,2018,160,LCD,5.99,403,1.8,6.0,128.0,12.0,8.0,5.0,3360,319.2
Meizu M6s,1,2018,160,LCD,5.7,282,1.6,3.0,64.0,16.0,8.0,4.2,3000,170.99999999999997
Meizu M6,1,2017,143,LCD,5.2,282,1.5,3.0,32.0,13.0,8.0,4.0,3070,148.2
Meizu M6 Note,1,2017,173,LCD,5.5,403,2.0,4.0,64.0,12.0,16.0,4.2,4000,193.8
Meizu Pro 7 Plus,1,2017,170,OLED,5.7,518,2.6,6.0,128.0,12.0,16.0,4.2,3500,570.0
Meizu Pro 7,1,2017,163,OLED,5.2,423,2.4,4.0,128.0,12.0,16.0,4.2,3000,456.0
Meizu M5c,1,2017,135,LCD,5.0,294,1.3,2.0,16.0,8.0,5.0,4.1,3000,159.6
Meizu E2,1,2017,155,LCD,5.5,403,2.3,4.0,64.0,13.0,8.0,4.2,3400,239.4
Meizu M5s,1,2017,143,LCD,5.2,282,1.3,3.0,32.0,13.0,5.0,4.0,3000,148.2
Meizu M5 Note,1,2016,175,LCD,5.5,403,1.8,4.0,64.0,13.0,5.0,4.0,4000,216.6
Meizu Pro 6 Plus,1,2016,158,OLED,5.7,515,2.0,4.0,128.0,12.0,5.0,4.1,3400,627.0
Meizu MX5e,1,2016,149,OLED,5.5,401,2.0,3.0,32.0,16.0,5.0,4.1,3150,216.6
Meizu U10,1,2016,139,LCD,5.0,294,1.5,3.0,32.0,13.0,5.0,4.0,2760,182.4
Meizu U20,1,2016,158,LCD,5.5,401,1.8,3.0,32.0,13.0,5.0,4.0,3260,216.6
Meizu Pro 6s,1,2016,163,OLED,5.2,424,2.5,4.0,64.0,12.0,5.0,4.1,3060,490.19999999999993
Meizu M5,1,2016,138,LCD,5.2,282,1.5,3.0,32.0,13.0,5.0,4.0,3070,136.79999999999998
Meizu M3 Max,1,2016,189,LCD,6.0,367,1.8,3.0,64.0,13.0,5.0,4.1,4100,307.7999999999999
Meizu M3e,1,2016,172,LCD,5.5,403,1.8,3.0,32.0,13.0,5.0,4.1,3100,250.8
Meizu M3s,1,2016,138,LCD,5.0,294,1.5,3.0,32.0,13.0,5.0,4.0,3020,136.79999999999998
Meizu M3,1,2016,132,LCD,5.0,294,1.5,3.0,32.0,13.0,5.0,4.0,2870,148.2
Meizu Pro 6,1,2016,160,OLED,5.2,423,2.5,4.0,64.0,21.0,5.0,4.1,2560,467.4
Meizu M3 Note,1,2016,163,LCD,5.5,403,1.8,3.0,32.0,13.0,5.0,4.0,4100,205.2
Meizu M1 Metal,1,2015,162,LCD,5.5,403,2.0,2.0,32.0,13.0,5.0,4.1,3140,193.8
Micromax Bharat Go,1,2018,130,LCD,4.5,207,1.1,1.0,8.0,5.0,5.0,4.0,2000,61.6
Micromax Bharat 5 Pro,1,2018,170,OTHER,5.2,282,1.3,3.0,32.0,13.0,5.0,4.0,5000,112.0
Micromax Bharat 5 Plus,1,2018,170,OTHER,5.2,282,1.3,2.0,16.0,8.0,5.0,4.0,5000,100.8
Micromax Bharat 5,1,2017,170,OTHER,5.2,282,1.3,1.0,16.0,5.0,5.0,4.0,5000,79.8
Micromax Bharat 2 Ultra,1,2017,120,OTHER,4.0,233,1.3,0.512,4.0,2.0,0.0,4.0,1300,40.6
Micromax Dual 4 E4816,1,2017,141,LCD,5.2,424,1.4,4.0,64.0,13.0,13.0,4.1,2730,266.0
Micromax Bharat 4 Q440,1,2017,150,OTHER,5.0,294,1.3,3.0,16.0,5.0,5.0,4.0,2500,70.0
Micromax Bharat 3 Q437,1,2017,130,OTHER,4.5,218,1.3,1.0,8.0,5.0,2.0,4.0,2000,63.0
Micromax Canvas Infinity,1,2017,160,LCD,5.7,279,1.4,3.0,32.0,13.0,16.0,4.1,2980,140.0
Micromax Selfie 2 Q4311,1,2017,157,LCD,5.2,282,1.3,3.0,32.0,13.0,8.0,4.0,3000,140.0
Micromax Canvas 1,1,2017,150,LCD,5.0,294,1.3,2.0,16.0,8.0,5.0,4.0,2500,98.0
Micromax Canvas 2 Q4310,1,2017,160,LCD,5.0,294,1.3,3.0,16.0,13.0,5.0,4.0,3050,168.0
Micromax Canvas Evok Note E453,1,2017,162,LCD,5.5,401,1.3,3.0,32.0,13.0,5.0,4.0,4000,159.6
Micromax Bharat 2 Q402,1,2017,120,OTHER,4.0,233,1.1,0.512,4.0,2.0,0.0,4.0,1300,56.99999999999999
Micromax Dual 5,1,2017,164,OLED,5.5,401,1.8,4.0,128.0,13.0,13.0,4.0,3200,410.4
Micromax Spark Vdeo Q415,1,2017,140,LCD,4.5,218,1.1,1.0,8.0,5.0,2.0,4.0,1800,68.39999999999999
Micromax Vdeo 2,1,2016,156,LCD,4.5,218,1.3,1.0,8.0,5.0,2.0,4.0,1800,79.8
Micromax Canvas Spark 4G Q4201,1,2016,165,LCD,5.0,196,1.3,1.0,8.0,5.0,2.0,4.0,2000,79.8
Micromax Canvas 5 Lite Q462,1,2016,151,OTHER,5.0,294,1.3,2.0,16.0,8.0,5.0,4.0,2000,91.2
Microsoft Lumia 650,1,2016,122,OLED,5.0,297,1.3,1.0,16.0,8.0,5.0,4.1,2000,170.99999999999997
Microsoft Lumia 950 XL Dual SIM,1,2015,165,OLED,5.7,515,1.5,3.0,32.0,20.0,5.0,4.1,3340,399.0
Microsoft Lumia 950 XL,1,2015,165,OLED,5.7,518,1.5,3.0,32.0,20.0,5.0,4.1,3340,399.0
Microsoft Lumia 950 Dual SIM,1,2015,150,OLED,5.2,565,1.4,3.0,32.0,20.0,5.0,4.1,3000,319.2
Microsoft Lumia 950,1,2015,150,OLED,5.2,564,1.4,3.0,32.0,20.0,5.0,4.1,3000,319.2
Microsoft Lumia 550,1,2015,141,LCD,4.7,315,1.1,1.0,8.0,5.0,2.0,4.1,2100,102.6
Microsoft Lumia 540 Dual SIM,0,2015,152,LCD,5.0,294,1.2,1.0,8.0,8.0,5.0,4.0,2200,114.0
Microsoft Lumia 430 Dual SIM,0,2015,127,LCD,4.0,235,1.2,1.0,8.0,2.0,0.0,4.0,1500,79.8
Microsoft Lumia 640 XL LTE Dual SIM,1,2015,171,LCD,5.7,259,1.2,1.0,8.0,13.0,5.0,4.0,3000,228.0
Microsoft Lumia 640 XL LTE,1,2015,171,LCD,5.7,259,1.2,1.0,8.0,13.0,5.0,4.0,3000,228.0
Microsoft Lumia 640 XL Dual SIM,0,2015,171,LCD,5.7,259,1.2,1.0,8.0,13.0,5.0,4.0,3000,193.8
Microsoft Lumia 640 XL,0,2015,171,LCD,5.7,259,1.2,1.0,8.0,13.0,5.0,4.0,3000,193.8
Microsoft Lumia 640 LTE Dual SIM,1,2015,145,LCD,5.0,294,1.2,1.0,8.0,8.0,1.0,4.0,2500,170.99999999999997
Microsoft Lumia 640 LTE,1,2015,145,LCD,5.0,294,1.2,1.0,8.0,8.0,1.0,4.0,2500,136.79999999999998
Microsoft Lumia 640 Dual SIM,0,2015,145,LCD,5.0,294,1.2,1.0,8.0,8.0,1.0,4.0,2500,193.8
Microsoft Lumia 532 Dual SIM,0,2015,136,LCD,4.0,233,1.2,1.0,8.0,5.0,0.0,4.0,1560,102.6
Microsoft Lumia 532,0,2015,136,LCD,4.0,233,1.2,1.0,8.0,5.0,0.0,4.0,1560,102.6
Microsoft Lumia 435 Dual SIM,0,2015,134,LCD,4.0,233,1.2,1.0,8.0,2.0,0.0,4.0,1560,79.8
Microsoft Lumia 435,0,2015,134,LCD,4.0,233,1.2,1.0,8.0,2.0,0.0,4.0,1560,79.8
Microsoft Lumia 535 Dual SIM,0,2014,146,LCD,5.0,220,1.2,1.0,8.0,5.0,5.0,4.0,1905,91.2
Microsoft Lumia 535,0,2014,146,LCD,5.0,220,1.2,1.0,8.0,5.0,5.0,4.0,1905,91.2
Mitac MIO A501,0,2007,135,OTHER,2.7,148,0.2,0.64,0.256,2.0,0.0,2.0,1050,239.4
Mitac MIO A702,0,2007,148,OTHER,2.7,148,0.2,0.64,2.0,3.15,0.0,2.0,1130,387.6
Motorola One (P30 Play),1,2018,162,LCD,5.9,287,2.0,4.0,64.0,13.0,8.0,5.0,3000,250.8
Motorola One Power (P30 Note),1,2018,205,LCD,6.2,403,1.8,4.0,64.0,16.0,12.0,5.0,5000,307.7999999999999
Motorola Moto Z3,1,2018,156,OLED,6.01,402,2.35,6.0,128.0,12.0,8.0,5.0,3000,480.0
Motorola Moto Z3 Play,1,2018,156,OLED,6.01,402,1.8,6.0,128.0,12.0,8.0,5.0,3000,456.0
Motorola Moto E5 Play,1,2018,150,LCD,5.2,282,1.4,2.0,16.0,8.0,5.0,4.2,2800,91.2
Motorola Moto E5 Plus,1,2018,196,LCD,6.0,268,1.4,2.0,32.0,12.0,5.0,4.2,5000,182.4
Motorola Moto E5,1,2018,174,LCD,5.7,282,1.4,2.0,16.0,13.0,5.0,4.2,4000,170.99999999999997
Motorola Moto G6 Play,1,2018,175,LCD,5.7,282,1.4,2.0,32.0,13.0,5.0,4.2,4000,170.99999999999997
Motorola P30,1,2018,170,LCD,6.2,402,1.8,6.0,128.0,16.0,12.0,5.0,3000,364.8
Motorola Moto G6 Plus,1,2018,167,LCD,5.9,409,2.2,6.0,128.0,12.0,8.0,5.0,3200,296.4
Motorola Moto G6,1,2018,167,LCD,5.7,424,1.8,4.0,64.0,12.0,8.0,4.2,3000,205.2
Motorola Moto X4,1,2017,163,LCD,5.2,424,2.2,6.0,64.0,12.0,16.0,4.2,3000,228.0
Motorola Moto G5S Plus,1,2017,168,LCD,5.5,401,2.0,4.0,64.0,13.0,8.0,4.2,3000,182.4
Motorola Moto G5S,1,2017,157,LCD,5.2,424,1.4,3.0,32.0,16.0,5.0,4.2,3000,170.99999999999997
Motorola Moto Z2 Force,1,2017,143,OLED,5.5,534,2.35,6.0,128.0,12.0,5.0,4.2,2730,364.8
Motorola Moto E4 Plus,1,2017,198,LCD,5.5,267,1.3,3.0,32.0,13.0,5.0,4.2,5000,125.4
Motorola Moto E4 Plus (USA),1,2017,181,LCD,5.5,267,1.4,2.0,32.0,13.0,5.0,4.1,5000,180.0
Motorola Moto E4,1,2017,151,LCD,5.0,294,1.3,2.0,16.0,8.0,5.0,4.2,2800,170.99999999999997
Motorola Moto E4 (USA),1,2017,150,LCD,5.0,294,1.4,2.0,16.0,8.0,5.0,4.1,2800,130.0
Motorola Moto Z2 Play,1,2017,145,OLED,5.5,401,2.2,4.0,64.0,12.0,5.0,4.2,3000,262.2
Motorola Moto C Plus,1,2017,162,OTHER,5.0,294,1.3,2.0,16.0,8.0,2.0,4.2,4000,136.79999999999998
Motorola Moto C,1,2017,154,OTHER,5.0,196,1.1,1.0,8.0,5.0,2.0,4.2,2350,114.0
Motorola Moto G5 Plus,1,2017,155,LCD,5.2,424,2.0,4.0,64.0,12.0,5.0,4.2,3000,273.6
Motorola Moto G5,1,2017,145,LCD,5.0,441,1.4,3.0,32.0,13.0,5.0,4.2,2800,170.99999999999997
Motorola Moto M,1,2016,163,LCD,5.5,401,1.95,4.0,64.0,16.0,8.0,4.1,3050,216.6
Motorola Moto E3 Power,1,2016,153,LCD,5.0,294,1.0,2.0,16.0,8.0,5.0,4.0,3500,148.2
Motorola Moto Z Play,1,2016,165,OLED,5.5,403,2.0,3.0,32.0,16.0,5.0,4.0,3510,250.8
Motorola Moto E3,1,2016,140,LCD,5.0,294,1.0,1.0,8.0,8.0,5.0,4.0,2800,114.0
Motorola Moto Z Force,1,2016,163,OLED,5.5,535,2.15,4.0,64.0,21.0,5.0,4.1,3500,307.7999999999999
Motorola Moto Z,1,2016,136,OLED,5.5,535,2.15,4.0,64.0,13.0,5.0,4.1,2600,250.8
Motorola Moto G4 Plus,1,2016,155,LCD,5.5,401,1.5,4.0,64.0,16.0,5.0,4.1,3000,182.4
Motorola Moto G4,1,2016,155,LCD,5.5,401,1.5,2.0,32.0,13.0,5.0,4.1,3000,148.2
Motorola Moto G4 Play,1,2016,137,LCD,5.0,294,1.2,2.0,16.0,8.0,5.0,4.1,2800,148.2
Motorola Moto G Turbo,1,2015,155,LCD,5.0,294,1.5,2.0,16.0,13.0,5.0,4.0,2470,319.2
Motorola Moto X Force,1,2015,169,OLED,5.4,540,1.5,3.0,64.0,21.0,5.0,4.1,3760,319.2
Motorola Droid Turbo 2,1,2015,170,OLED,5.4,540,1.5,3.0,64.0,21.0,5.0,4.1,3760,376.2
Motorola Droid Maxx 2,1,2015,169,LCD,5.5,403,1.7,2.0,16.0,21.0,5.0,4.0,3630,341.99999999999994
Motorola Moto X Style,1,2015,179,LCD,5.7,520,1.4,3.0,64.0,21.0,5.0,4.1,3000,296.4
Motorola Moto X Play Dual SIM,1,2015,169,LCD,5.5,401,1.7,2.0,32.0,21.0,5.0,4.0,3630,285.0
Motorola Moto X Play,1,2015,169,LCD,5.5,403,1.7,2.0,32.0,21.0,5.0,4.0,3630,273.6
Motorola Moto G Dual SIM (3rd gen),1,2015,155,LCD,5.0,294,1.4,1.0,8.0,13.0,5.0,4.0,2470,193.8
Motorola Moto G (3rd gen),1,2015,155,LCD,5.0,294,1.4,1.0,8.0,13.0,5.0,4.0,2470,193.8
Motorola Moto E Dual SIM (2nd gen),1,2015,145,LCD,4.5,245,1.2,1.0,8.0,5.0,0.0,4.0,2390,114.0
Motorola Moto E (2nd gen),1,2015,145,LCD,4.5,245,1.2,1.0,8.0,5.0,0.0,4.0,2390,148.2
NEC Terrain,1,2013,171,OTHER,3.1,258,1.5,1.0,8.0,5.0,0.0,4.0,1900,376.2
NIU Niutek 3G 3.5 N209,0,2012,71,OTHER,3.5,165,1.0,0.512,0.256,3.2,0.0,2.1,1200,114.0
NIU Niutek 3G 4.0 N309,0,2012,71,OTHER,4.0,233,1.0,0.512,0.512,5.0,0.0,2.1,1650,170.99999999999997
NIU NiutekQ N108,0,2012,73,OTHER,2.3,251,0.416,0.128,0.256,2.0,0.0,2.0,1000,79.8
NIU Niutek N109,0,2012,71,OTHER,2.8,206,0.416,0.128,0.256,2.0,0.0,2.0,1000,68.39999999999999
Nokia 8.1 (Nokia X7),1,2018,180,LCD,6.18,408,2.2,4.0,64.0,12.0,20.0,5.0,3500,456.0
Nokia 3.1 Plus,1,2018,180,LCD,6.0,268,2.0,2.0,32.0,13.0,8.0,4.1,3500,170.99999999999997
Nokia 7.1,1,2018,160,LCD,5.84,432,1.8,4.0,64.0,12.0,8.0,5.0,3060,376.2
Nokia 6.1 Plus (Nokia X6),1,2018,151,LCD,5.8,432,1.8,4.0,64.0,16.0,16.0,5.0,3060,285.0
Nokia 5.1 Plus (Nokia X5),1,2018,160,LCD,5.86,287,1.8,4.0,64.0,13.0,8.0,4.2,3060,170.99999999999997
Nokia 3.1,1,2018,138,LCD,5.2,310,1.5,2.0,32.0,13.0,8.0,4.2,2990,170.99999999999997
Nokia 2.1,1,2018,174,LCD,5.5,267,1.4,1.0,8.0,8.0,5.0,4.2,4000,114.0
Nokia 8110 4G,1,2018,117,OTHER,2.4,167,1.1,0.512,0.512,2.0,0.0,4.1,1500,102.6
Nokia 8 Sirocco,1,2018,177,OLED,5.5,534,2.5,6.0,128.0,12.0,5.0,5.0,3260,627.0
Nokia 7 plus,1,2018,183,LCD,6.0,403,2.2,4.0,64.0,12.0,16.0,5.0,3800,319.2
Nokia 6.1,1,2018,172,LCD,5.5,403,2.2,4.0,64.0,16.0,8.0,5.0,3000,262.2
Nokia 2,1,2017,161,LCD,5.0,294,1.3,1.0,8.0,8.0,5.0,4.1,4100,125.4
Nokia 8,1,2017,160,LCD,5.3,554,2.5,6.0,128.0,13.0,13.0,5.0,3090,376.2
Nokia 3,1,2017,140,LCD,5.0,294,1.4,2.0,16.0,8.0,8.0,4.0,2630,148.2
Nokia 5,1,2017,160,LCD,5.2,282,1.4,3.0,16.0,13.0,8.0,4.1,3000,159.6
Nokia 6,1,2017,169,LCD,5.5,403,1.4,3.0,32.0,16.0,8.0,4.1,3000,182.4
Nokia Lumia 638,1,2014,136,LCD,4.5,218,1.2,1.0,8.0,5.0,0.0,4.0,1830,114.0
Nokia N1,0,2014,318,LCD,7.9,324,2.3,2.0,32.0,8.0,5.0,4.0,5300,364.8
Nokia Lumia 730 Dual SIM,0,2014,130,OLED,4.7,316,1.2,1.0,8.0,6.7,5.0,4.0,2200,193.8
Nokia Lumia 735,1,2014,134,OLED,4.7,312,1.2,1.0,8.0,6.7,5.0,4.0,2200,250.8
Nokia Lumia 830,1,2014,150,LCD,5.0,294,1.2,1.0,16.0,10.0,0.9,4.0,2200,376.2
Nokia Lumia 530 Dual SIM,0,2014,129,OTHER,4.0,245,1.2,0.512,4.0,5.0,0.0,4.0,1430,114.0
Nokia Lumia 530,0,2014,129,OTHER,4.0,245,1.2,0.512,4.0,5.0,0.0,4.0,1430,114.0
Nokia X2 Dual SIM,0,2014,150,LCD,4.3,217,1.2,1.0,4.0,5.0,0.0,4.0,1800,102.6
Nokia Lumia 930,1,2014,167,OLED,5.0,441,2.2,2.0,32.0,20.0,1.2,4.0,2420,421.8
Nokia Lumia 635,1,2014,134,LCD,4.5,221,1.2,1.0,8.0,5.0,0.0,4.0,1830,125.4
Nokia Lumia 630 Dual SIM,0,2014,134,LCD,4.5,221,1.2,0.512,8.0,5.0,0.0,4.0,1830,159.6
Nokia Lumia 630,0,2014,134,LCD,4.5,221,1.2,0.512,8.0,5.0,0.0,4.0,1830,125.4
Nokia XL,0,2014,190,LCD,5.0,187,1.0,0.768,4.0,5.0,2.0,3.0,2000,114.0
Nokia X+,0,2014,128,LCD,4.0,233,1.0,0.768,4.0,3.15,0.0,3.0,1500,136.79999999999998
Nokia X,0,2014,128,LCD,4.0,233,1.0,0.512,4.0,3.15,0.0,3.0,1500,114.0
Nokia Lumia Icon,1,2014,167,OLED,5.0,441,2.2,2.0,32.0,20.0,1.2,4.0,2420,456.0
Nokia Lumia 525,0,2013,124,LCD,4.0,233,1.0,1.0,8.0,5.0,0.0,4.0,1430,136.79999999999998
Nokia Lumia 1520,1,2013,209,LCD,6.0,367,2.2,2.0,16.0,20.0,1.2,4.0,3400,399.0
Nokia Lumia 1320,1,2013,220,LCD,6.0,245,1.7,1.0,8.0,5.0,0.0,4.0,3400,239.4
Nokia Lumia 2520,1,2013,615,LCD,10.1,218,2.2,2.0,32.0,6.7,2.0,4.0,8120,410.4
Nvidia Shield K1,0,2015,356,LCD,8.0,283,2.2,2.0,16.0,5.0,5.0,4.0,5200,228.0
Nvidia Shield LTE,1,2014,390,OTHER,8.0,283,2.2,2.0,32.0,5.0,5.0,4.0,5400,341.99999999999994
Nvidia Shield,0,2014,390,OTHER,8.0,283,2.2,2.0,16.0,5.0,5.0,4.0,5400,262.2
O2 XDA Flame,0,2007,190,OTHER,3.6,222,0.52,0.128,2.0,2.0,0.0,2.0,1620,319.2
O2 XDA Atom Life,0,2007,145,OTHER,2.7,148,0.62,0.64,1.0,2.0,0.0,1.2,1530,285.0
O2 XDA Zinc,0,2006,175,OTHER,2.8,143,0.52,0.64,0.64,2.0,0.0,0.0,1300,273.6
O2 XDA Graphite,0,2006,105,OTHER,2.2,182,0.416,0.64,0.64,2.0,0.0,1.2,1100,330.6
O2 XDA Stealth,0,2006,140,OTHER,2.4,167,0.416,0.64,0.64,2.0,0.0,1.2,1300,285.0
O2 XDA Trion,0,2006,160,OTHER,2.8,143,0.4,0.64,0.64,2.0,0.0,2.0,1350,410.4
O2 XDA Neo,0,2006,150,OTHER,2.8,143,0.2,0.64,0.64,2.0,0.0,2.0,1200,341.99999999999994
O2 XDA Atom,0,2005,140,OTHER,2.7,148,0.416,0.64,0.64,2.0,0.0,1.2,1530,296.4
OnePlus 6T McLaren,1,2018,185,OLED,6.41,402,2.8,10.0,256.0,16.0,16.0,5.0,3700,797.9999999999999
OnePlus 6T,1,2018,185,OLED,6.41,402,2.8,8.0,256.0,16.0,16.0,5.0,3700,627.0
OnePlus 6,1,2018,177,OLED,6.28,402,2.8,8.0,256.0,16.0,16.0,5.0,3300,592.8
OnePlus 5T,1,2017,162,OLED,6.01,401,2.45,8.0,128.0,16.0,16.0,5.0,3300,570.0
OnePlus 5,1,2017,153,OLED,5.5,401,2.45,8.0,128.0,16.0,16.0,5.0,3300,570.0
OnePlus 3T,1,2016,158,OLED,5.5,401,2.35,6.0,128.0,16.0,16.0,4.2,3400,501.6
OnePlus 3,1,2016,158,OLED,5.5,401,2.15,6.0,64.0,16.0,8.0,4.2,3000,456.0
OnePlus X,1,2015,138,OLED,5.0,441,2.3,3.0,16.0,13.0,8.0,4.0,2525,307.7999999999999
OnePlus 2,1,2015,175,LCD,5.5,401,1.56,3.0,16.0,13.0,5.0,4.1,3300,341.99999999999994
OnePlus One,1,2014,162,LCD,5.5,401,2.5,3.0,64.0,13.0,5.0,4.1,3100,285.0
Oppo A7,1,2018,168,LCD,6.2,271,1.8,4.0,64.0,13.0,16.0,4.2,4230,307.7999999999999
Oppo R15x,1,2018,156,OLED,6.4,402,2.0,6.0,128.0,16.0,25.0,5.0,3600,399.0
Oppo RX17 Neo,1,2018,156,OLED,6.41,402,2.0,4.0,128.0,16.0,25.0,5.0,3600,399.0
Oppo K1,1,2018,156,OLED,6.4,402,2.0,6.0,64.0,16.0,25.0,5.0,3600,285.0
Oppo A7x,1,2018,169,LCD,6.3,409,2.0,4.0,128.0,16.0,16.0,4.2,3500,307.7999999999999
Oppo RX17 Pro,1,2018,183,OLED,6.4,402,2.2,8.0,128.0,12.0,25.0,5.0,3700,683.9999999999999
Oppo R17,1,2018,182,OLED,6.4,394,2.0,8.0,128.0,16.0,25.0,4.2,3500,524.4
Oppo F9 (F9 Pro),1,2018,169,LCD,6.3,409,2.0,4.0,64.0,16.0,25.0,4.2,3500,330.6
Oppo A3s,1,2018,168,LCD,6.2,271,1.8,2.0,16.0,13.0,8.0,4.2,4230,154.0
Oppo A5,1,2018,168,LCD,6.2,271,1.8,4.0,64.0,13.0,8.0,4.2,4230,262.2
Oppo Find X Lamborghini,1,2018,186,OLED,6.42,401,2.8,8.0,512.0,16.0,25.0,5.0,3400,1938.0
Oppo Find X,1,2018,186,OLED,6.42,401,2.8,8.0,256.0,16.0,25.0,5.0,3730,877.8
Oppo F7 Youth,1,2018,155,LCD,6.0,402,2.0,4.0,64.0,13.0,8.0,4.2,3410,285.0
Oppo A3,1,2018,159,LCD,6.2,405,2.0,4.0,128.0,16.0,8.0,4.2,3400,376.2
Oppo F7,1,2018,158,LCD,6.23,405,2.0,4.0,64.0,16.0,25.0,4.2,3400,307.7999999999999
Oppo R15 Pro,1,2018,180,OLED,6.28,401,2.2,6.0,128.0,16.0,20.0,5.0,3430,581.4
Oppo R15,1,2018,175,OLED,6.28,401,2.0,6.0,128.0,16.0,20.0,4.2,3450,524.4
Oppo A71 (2018),1,2018,137,LCD,5.2,282,1.8,2.0,16.0,13.0,5.0,4.2,3000,148.2
Oppo A83,1,2018,143,LCD,5.7,282,2.5,4.0,32.0,13.0,8.0,4.2,3180,228.0
Oppo F5 Youth,1,2017,152,LCD,6.0,402,2.5,3.0,32.0,13.0,16.0,4.2,3200,319.2
Oppo F5,1,2017,152,LCD,6.0,402,2.5,6.0,64.0,16.0,20.0,4.2,3200,364.8
Oppo R11s Plus,1,2017,182,OLED,6.43,376,2.2,6.0,64.0,16.0,20.0,4.2,4000,661.1999999999998
Oppo R11s,1,2017,153,OLED,6.01,401,2.2,4.0,64.0,16.0,20.0,4.2,3200,513.0
Oppo A71,1,2017,137,LCD,5.2,282,1.5,3.0,16.0,13.0,5.0,4.0,3000,205.2
Oppo A77,1,2017,148,LCD,5.5,401,2.0,4.0,64.0,13.0,16.0,4.2,3200,319.2
Oppo R11 Plus,1,2017,188,LCD,6.0,368,2.2,6.0,64.0,16.0,20.0,4.2,4000,570.0
Oppo R11,1,2017,150,OLED,5.5,401,2.2,6.0,128.0,16.0,20.0,4.2,3000,456.0
Oppo A77 (Mediatek),1,2017,153,LCD,5.5,401,1.5,4.0,64.0,13.0,16.0,4.0,3200,353.4
Oppo A39,1,2017,147,LCD,5.2,282,1.5,3.0,32.0,13.0,5.0,4.0,2900,170.99999999999997
Oppo F3,1,2017,153,LCD,5.5,401,1.5,4.0,64.0,13.0,16.0,4.1,3200,296.4
Oppo F3 Plus,1,2017,185,LCD,6.0,367,1.95,4.0,64.0,16.0,16.0,4.1,4000,547.1999999999998
Oppo A57,1,2016,147,LCD,5.2,282,1.4,3.0,32.0,13.0,16.0,4.1,2900,228.0
Oppo F1s,1,2016,160,LCD,5.5,267,1.5,4.0,64.0,13.0,16.0,4.0,3075,285.0
Oppo R9s Plus,1,2016,185,OLED,6.0,367,1.95,6.0,64.0,16.0,16.0,4.1,4000,649.8
Oppo R9s,1,2016,145,OLED,5.5,401,2.0,4.0,64.0,16.0,16.0,4.0,3010,513.0
Oppo A37,1,2016,136,LCD,5.0,294,1.2,2.0,16.0,8.0,5.0,4.0,2630,250.8
Oppo A59,1,2016,160,LCD,5.5,267,1.5,3.0,32.0,13.0,8.0,4.1,3075,330.6
Oppo R9 Plus,1,2016,185,OTHER,6.0,367,1.8,4.0,128.0,16.0,16.0,4.1,4120,627.0
Oppo F1 Plus,1,2016,145,OLED,5.5,401,2.0,4.0,64.0,13.0,16.0,4.0,2850,399.0
Palm Pixi Plus,0,2010,92,OTHER,2.63,195,0.6,0.0,8.0,2.0,0.0,2.1,1150,239.4
Palm Pre Plus,0,2010,138,OTHER,3.1,186,0.6,0.512,16.0,3.15,0.0,2.1,1150,193.8
Palm Pixi,0,2009,99,OTHER,2.63,195,0.6,0.0,8.0,2.0,0.0,2.1,1150,136.79999999999998
Palm Pre,0,2009,133,OTHER,3.1,186,0.6,0.256,8.0,3.15,0.0,2.1,1150,205.2
Palm Treo Pro,0,2008,133,OTHER,2.5,181,0.528,0.128,0.1,2.0,0.0,2.0,1500,79.8
Palm Centro,0,2008,124,OTHER,2.25,201,0.312,0.0,0.64,1.3,0.0,1.2,1150,79.8
Palm Treo 500v,0,2007,120,OTHER,2.4,167,0.312,0.0,0.15,2.0,0.0,2.0,1200,102.6
Palm Treo 750,0,2007,154,OTHER,2.5,136,0.3,0.0,0.6,1.3,0.0,1.2,1200,91.2
Panasonic P85 Nxt,1,2018,173,LCD,5.0,294,1.3,2.0,16.0,8.0,5.0,4.0,4000,98.0
