name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
Sony Ericsson Xperia X8,0,2010,104,OTHER,3.0,192,0.6,0.168,0.128,3.15,0.0,2.1,1200,114.0
Sony Ericsson Yendo,0,2010,81,OTHER,2.6,154,0.156,0.0,0.5,2.0,0.0,2.1,970,79.8
Sony Ericsson BRAVIA S004,0,2010,145,OTHER,3.2,306,1.0,0.0,0.8,8.0,0.0,2.0,930,239.4
Sony Ericsson S003,0,2010,154,OTHER,3.2,306,1.0,0.0,0.35,12.0,0.0,2.0,870,182.4
Sony Ericsson Xperia X10 mini pro,0,2010,120,OTHER,2.55,157,0.6,0.0,0.128,5.0,0.0,2.1,930,79.8
Sony Ericsson Xperia X10 mini,0,2010,88,OTHER,2.55,157,0.6,0.0,0.128,5.0,0.0,2.0,950,79.8
Sony Ericsson Vivaz pro,0,2010,117,OTHER,3.2,229,0.72,0.0,0.75,5.0,0.0,2.1,1200,170.99999999999997
Sony Ericsson Aspen,0,2010,130,OTHER,2.4,167,0.6,0.256,0.256,3.15,0.0,2.1,1500,79.8
Sony Ericsson Vivaz,0,2010,97,OTHER,3.2,229,0.72,0.0,0.75,8.0,0.0,2.1,1200,91.2
Sony Ericsson Xperia X10,0,2009,135,OTHER,4.0,245,1.0,0.384,1.0,8.0,0.0,2.1,1500,136.79999999999998
Sony Ericsson Xperia X2,0,2009,155,OTHER,3.2,292,0.528,0.256,0.11,8.0,0.0,2.1,1500,159.6
Sony Ericsson Satio (Idou),0,2009,126,OTHER,3.5,210,0.6,0.256,0.128,12.0,0.0,2.0,1000,205.2
Sony Ericsson W995,0,2009,113,OTHER,2.6,154,0.369,0.0,0.118,8.1,0.0,2.0,930,114.0
Spice Mi-498 Dream Uno,0,2014,107,OTHER,4.5,218,1.3,1.0,4.0,5.0,2.0,2.1,1700,102.6
Spice Mi-525 Pinnacle FHD,0,2013,175,OTHER,5.0,441,1.5,1.0,8.0,8.0,2.0,4.0,2100,182.4
Spice Mi-515 Coolpad,0,2013,161,LCD,5.0,220,1.2,1.0,4.0,5.0,0.0,3.0,2000,148.2
T-Mobile Revvl,1,2017,157,LCD,5.5,267,1.5,2.0,32.0,13.0,5.0,4.2,3000,125.0
T-Mobile Prism II,0,2013,100,OTHER,3.5,165,1.0,0.512,4.0,3.15,0.0,4.0,1750,102.6
T-Mobile Concord,0,2012,100,OTHER,3.5,165,0.8320000000000001,0.512,0.512,2.0,0.0,3.0,1500,91.2
T-Mobile myTouch Q 2,0,2012,185,OTHER,4.0,233,1.4,1.0,4.0,5.0,0.0,0.0,1500,330.6
T-Mobile myTouch 2,0,2012,140,OTHER,4.0,233,1.4,1.0,4.0,5.0,0.0,0.0,1500,330.6
T-Mobile Prism,0,2012,125,OTHER,3.5,165,0.6,0.0,0.512,3.15,0.0,2.1,1400,193.8
T-Mobile Move Balance,0,2011,142,OTHER,3.7,252,0.8,0.512,4.0,5.0,0.0,2.1,2000,114.0
T-Mobile myTouch 4G Slide,0,2011,184,LCD,3.7,252,1.2,0.768,4.0,8.0,0.0,3.0,1520,399.0
T-Mobile SpringBoard,0,2011,607,OTHER,7.0,216,1.2,0.0,16.0,5.0,1.3,2.1,7000,399.0
T-Mobile myTouch Q,0,2011,160,OTHER,3.5,165,1.0,0.512,2.0,5.0,0.0,3.0,1500,216.6
T-Mobile myTouch,0,2011,108,OLED,3.8,246,1.0,0.512,2.0,5.0,0.0,3.0,1500,216.6
T-Mobile G2x,0,2011,141,LCD,4.0,233,1.0,0.512,8.0,8.0,1.3,2.1,1500,399.0
T-Mobile Sidekick 4G,0,2011,162,OTHER,3.5,267,1.0,0.512,1.0,3.15,0.0,3.0,1500,353.4
T-Mobile myTouch 4G,0,2010,153,OTHER,3.8,246,1.0,0.768,4.0,5.0,0.0,2.1,1400,319.2
T-Mobile G2,0,2010,184,OTHER,3.7,252,0.8,0.512,4.0,5.0,0.0,2.1,1300,478.8
T-Mobile myTouch 3G Slide,0,2010,167,OTHER,3.4,170,0.6,0.512,0.512,5.0,0.0,2.1,1300,376.2
T-Mobile myTouch 3G Fender Edition,0,2009,116,OTHER,3.2,180,0.528,0.192,0.192,3.15,0.0,2.0,1340,341.99999999999994
T-Mobile HD2,0,2010,157,OTHER,4.3,217,1.0,0.5760000000000001,1.0,5.0,0.0,2.1,1230,262.2
T-Mobile G2 Touch,0,2009,135,OTHER,3.2,180,0.528,0.28800000000000003,0.28800000000000003,5.0,0.0,2.0,1350,296.4
T-Mobile Dash 3G,0,2009,120,OTHER,2.4,167,0.528,0.192,0.192,2.0,0.0,2.0,1500,205.2
T-Mobile myTouch 3G,0,2009,116,OTHER,3.2,180,0.528,0.192,0.192,3.15,0.0,2.0,1340,285.0
Toshiba Excite Go,0,2014,354,OTHER,7.0,170,1.33,1.0,8.0,0.0,0.0,4.0,3500,91.2
Toshiba Excite 7c AT7-B8,0,2014,354,OTHER,7.0,170,1.5,1.0,8.0,0.0,0.0,4.0,3500,79.8
Toshiba Windows Phone IS12T,0,2011,113,OTHER,3.7,252,1.0,0.0,32.0,13.2,0.0,2.1,1460,672.5999999999998
Toshiba TG01,0,2009,129,OTHER,4.1,228,1.0,0.256,0.256,3.15,0.0,2.0,1000,570.0
Toshiba G810,0,2008,120,OTHER,2.83,141,0.4,0.128,0.128,3.15,0.0,2.0,1530,250.8
Toshiba G910 / G920,0,2008,183,OTHER,3.0,311,0.4,0.128,0.128,2.0,0.0,2.0,1320,216.6
Toshiba G710,0,2008,130,OTHER,2.46,163,0.26,0.64,0.64,2.0,0.0,1.2,1050,250.8
Toshiba G900,0,2007,198,OTHER,3.0,311,0.52,0.128,0.4,2.0,0.0,2.0,1320,467.4
Toshiba G500,0,2007,135,OTHER,2.3,174,0.312,0.0,0.64,2.0,0.0,2.0,1200,296.4
verykool SL5011 Spark LTE,1,2016,153,LCD,5.0,294,1.0,1.0,16.0,13.0,8.0,4.0,2200,182.4
verykool SL6010 Cyprus LTE,1,2016,207,LCD,6.0,245,1.0,1.0,16.0,13.0,8.0,4.0,2500,216.6
vivo NEX Dual Display,1,2018,199,OLED,6.39,403,2.7,10.0,128.0,12.0,0.0,5.0,3500,797.9999999999999
vivo Y93s,1,2018,165,LCD,6.2,271,2.0,4.0,128.0,13.0,8.0,4.2,4030,262.2
vivo Y95,1,2018,163,LCD,6.22,270,1.95,4.0,64.0,13.0,20.0,4.2,4030,285.0
vivo Y93,1,2018,163,LCD,6.2,271,1.95,4.0,64.0,13.0,8.0,4.2,4030,228.0
vivo Y91,1,2018,163,LCD,6.22,270,1.95,3.0,32.0,13.0,8.0,4.2,4030,228.0
vivo Y81i,1,2018,143,LCD,6.22,270,2.0,2.0,16.0,13.0,5.0,5.0,3260,148.2
vivo Z3,1,2018,164,LCD,6.3,400,2.0,6.0,128.0,16.0,12.0,4.2,3315,285.0
vivo Z3i,1,2018,164,LCD,6.3,400,2.0,6.0,128.0,16.0,24.0,4.2,3315,399.0
vivo Y71i,1,2018,150,LCD,6.0,268,1.4,2.0,16.0,8.0,5.0,4.2,3360,136.79999999999998
vivo V11i,1,2018,164,LCD,6.3,400,2.0,4.0,128.0,16.0,25.0,4.2,3315,319.2
vivo Y97,1,2018,162,LCD,6.3,400,2.0,4.0,128.0,16.0,16.0,5.0,3315,285.0
vivo V11 (V11 Pro),1,2018,156,OLED,6.41,402,2.2,6.0,128.0,12.0,25.0,5.0,3400,399.0
vivo Y83 Pro,1,2018,152,LCD,6.22,270,2.0,4.0,64.0,13.0,8.0,5.0,3260,228.0
vivo V9 6GB,1,2018,150,LCD,6.3,400,2.2,6.0,64.0,13.0,12.0,4.2,3260,341.99999999999994
vivo Z1i,1,2018,149,LCD,6.26,403,1.8,4.0,128.0,13.0,16.0,0.0,3260,285.0
vivo NEX S,1,2018,199,OLED,6.59,388,2.7,8.0,256.0,12.0,8.0,5.0,4000,797.9999999999999
vivo NEX A,1,2018,199,OLED,6.59,388,2.2,6.0,128.0,12.0,8.0,5.0,4000,683.9999999999999
vivo Z1,1,2018,149,LCD,6.26,403,2.2,4.0,64.0,13.0,24.0,0.0,3260,341.99999999999994
vivo Y83,1,2018,150,LCD,6.22,270,2.0,4.0,64.0,13.0,8.0,4.2,3260,285.0
vivo Y81,1,2018,146,LCD,6.22,270,2.0,4.0,32.0,13.0,5.0,5.0,3260,205.2
vivo X21i,1,2018,159,OLED,6.28,402,2.0,4.0,128.0,12.0,24.0,5.0,3425,490.19999999999993
vivo Y53i,1,2018,137,LCD,5.0,220,1.4,2.0,16.0,8.0,5.0,4.2,2500,112.0
vivo Y71,1,2018,150,LCD,6.0,268,1.4,3.0,32.0,13.0,5.0,4.2,3360,159.6
vivo V9 Youth,1,2018,150,LCD,6.3,400,1.8,4.0,32.0,16.0,16.0,4.2,3260,296.4
vivo V9,1,2018,150,LCD,6.3,400,2.2,4.0,64.0,16.0,24.0,4.2,3260,341.99999999999994
vivo X21 UD,1,2018,156,OLED,6.28,402,2.2,6.0,128.0,12.0,12.0,5.0,3200,627.0
vivo X21,1,2018,156,OLED,6.28,402,2.2,6.0,128.0,12.0,12.0,5.0,3200,513.0
vivo V7,1,2017,139,LCD,5.7,282,1.8,4.0,32.0,16.0,24.0,4.2,3000,285.0
vivo X20 Plus,1,2017,181,OLED,6.43,376,2.2,4.0,64.0,12.0,12.0,5.0,3900,513.0
vivo X20 Plus UD,1,2018,181,OLED,6.43,376,2.2,4.0,128.0,12.0,12.0,5.0,3900,627.0
vivo X20,1,2017,159,OLED,6.01,402,2.2,4.0,64.0,12.0,12.0,5.0,3250,444.6
vivo V7+,1,2017,160,LCD,5.99,269,1.8,4.0,64.0,16.0,24.0,4.2,3225,410.4
vivo Y65,1,2017,157,LCD,5.5,267,1.4,3.0,16.0,13.0,5.0,4.2,3000,193.8
vivo Y69,1,2017,162,LCD,5.5,267,1.5,3.0,32.0,13.0,16.0,4.2,3000,228.0
vivo Y53,1,2017,137,LCD,5.0,220,1.4,2.0,16.0,8.0,5.0,4.2,2500,126.0
vivo X9s Plus,1,2017,183,OLED,5.85,377,1.95,4.0,64.0,16.0,20.0,4.2,4015,444.6
vivo X9s,1,2017,154,OLED,5.5,401,1.8,4.0,64.0,16.0,20.0,4.2,3320,399.0
Vodafone Smart E9,1,2018,134,LCD,5.0,215,1.5,1.0,8.0,5.0,2.0,4.2,2000,79.8
Vodafone Smart X9,1,2018,153,LCD,5.7,427,1.8,3.0,32.0,16.0,8.0,4.2,3100,125.4
Vodafone Smart N9,1,2018,145,LCD,5.5,293,1.3,2.0,16.0,13.0,8.0,4.0,2900,136.79999999999998
Vodafone Smart N9 lite,1,2018,155,LCD,5.34,201,1.3,1.0,16.0,8.0,5.0,4.0,2460,114.0
Vodafone Smart Tab N8,1,2017,465,LCD,10.1,149,1.1,2.0,16.0,5.0,2.0,4.0,4600,205.2
Vodafone Smart E8,1,2017,169,LCD,5.0,196,1.1,1.0,8.0,5.0,2.0,4.0,2200,91.2
Vodafone Smart V8,1,2017,166,LCD,5.5,401,1.4,3.0,32.0,16.0,8.0,4.0,3000,262.2
Vodafone Smart N8,1,2017,151,LCD,5.0,294,1.3,1.5,16.0,13.0,5.0,4.0,2400,114.0
Vodafone Tab Prime 7,1,2016,439,LCD,10.1,224,1.4,2.0,16.0,5.0,2.0,4.2,5830,216.6
Vodafone Smart Turbo 7,1,2016,167,OTHER,5.0,196,1.0,1.0,8.0,5.0,2.0,4.0,2000,68.39999999999999
Vodafone Smart Platinum 7,1,2016,155,OLED,5.5,534,1.8,3.0,32.0,16.0,8.0,4.2,3000,433.2
Vodafone Smart ultra 7,1,2016,150,LCD,5.5,401,1.8,2.0,16.0,13.0,5.0,4.1,2960,182.4
Vodafone Smart prime 7,1,2016,128,LCD,5.0,293,1.1,1.0,8.0,8.0,5.0,4.0,2540,114.0
Vodafone Smart first 7,0,2016,110,OTHER,3.5,165,1.3,0.512,4.0,2.0,0.0,2.1,1400,34.2
Vodafone Smart speed 6,1,2015,146,LCD,4.5,218,1.0,1.0,8.0,5.0,2.0,4.0,1780,79.8
Vodafone Smart ultra 6,1,2015,159,LCD,5.5,401,1.5,2.0,16.0,13.0,5.0,4.0,3000,193.8
Vodafone Tab Prime 6,1,2015,406,LCD,9.6,157,1.3,1.0,16.0,5.0,2.0,4.1,4600,239.4
Vodafone Smart prime 6,1,2015,155,LCD,5.0,294,1.2,1.0,8.0,8.0,2.0,4.0,2500,125.4
Vodafone Smart first 6,0,2015,112,OTHER,4.0,233,1.0,0.512,4.0,2.0,0.0,4.0,1400,68.39999999999999
Vodafone Smart 4 turbo,1,2014,155,OTHER,4.5,218,1.2,1.0,4.0,5.0,0.0,4.0,1880,114.0
Vodafone Smart 4 power,1,2014,162,LCD,5.0,220,1.3,1.0,4.0,5.0,0.0,4.0,3000,170.99999999999997
Vodafone Smart 4,0,2014,152,OTHER,4.5,218,1.2,0.512,4.0,5.0,0.0,4.0,1880,102.6
Wiko View2 Pro,1,2018,164,LCD,6.0,282,1.8,4.0,64.0,16.0,16.0,4.2,3000,341.99999999999994
Wiko View2,1,2018,153,LCD,6.0,282,1.4,3.0,32.0,13.0,16.0,4.2,3000,228.0
Wiko View Prime,1,2017,162,LCD,5.7,282,1.4,4.0,64.0,16.0,20.0,4.2,3000,216.6
Wiko View,1,2017,160,LCD,5.7,282,1.4,3.0,32.0,13.0,16.0,4.2,2900,170.99999999999997
Xiaomi Mi Play,1,2018,150,LCD,5.84,432,2.3,4.0,64.0,12.0,8.0,4.2,3000,193.8
Xiaomi Mi Mix 3,1,2018,218,OLED,6.39,403,2.8,10.0,256.0,12.0,24.0,5.0,3200,638.4
Xiaomi Black Shark Helo,1,2018,190,OLED,6.01,402,2.8,10.0,256.0,12.0,20.0,5.0,4000,513.0
Xiaomi Redmi Note 6 Pro,1,2018,182,LCD,6.26,403,1.8,6.0,64.0,12.0,20.0,5.0,4000,216.6
Xiaomi Mi 8 Pro,1,2018,177,OLED,6.21,402,2.8,8.0,128.0,12.0,20.0,5.0,3000,570.0
Xiaomi Mi 8 Lite,1,2018,169,LCD,6.26,403,2.2,6.0,128.0,12.0,24.0,5.0,3350,262.2
Xiaomi Pocophone F1,1,2018,182,LCD,6.18,403,2.8,8.0,256.0,12.0,20.0,5.0,4000,330.6
Xiaomi Mi A2 (Mi 6X),1,2018,166,LCD,5.99,403,2.2,6.0,128.0,12.0,20.0,5.0,3000,216.6
Xiaomi Mi A2 Lite (Redmi 6 Pro),1,2018,178,LCD,5.84,432,2.0,4.0,64.0,12.0,5.0,4.2,4000,205.2
Xiaomi Mi Max 3,1,2018,221,LCD,6.9,350,1.8,6.0,128.0,12.0,8.0,5.0,5500,262.2
Xiaomi Mi Pad 4,1,2018,342,LCD,8.0,283,2.2,4.0,64.0,13.0,5.0,5.0,6000,182.4
Xiaomi Mi Pad 4 Plus,1,2018,485,LCD,10.1,224,2.2,4.0,128.0,13.0,5.0,5.0,8620,296.4
Xiaomi Redmi 6,1,2018,146,LCD,5.45,295,2.0,4.0,64.0,12.0,5.0,4.2,3000,136.79999999999998
Xiaomi Redmi 6A,1,2018,145,LCD,5.45,295,2.0,2.0,32.0,13.0,5.0,4.2,3000,102.6
Xiaomi Mi 8 Explorer,1,2018,177,OLED,6.21,402,2.8,8.0,128.0,12.0,20.0,5.0,3000,570.0
Xiaomi Mi 8,1,2018,175,OLED,6.21,402,2.8,6.0,256.0,12.0,20.0,5.0,3400,433.2
Xiaomi Mi 8 SE,1,2018,164,OLED,5.88,423,2.2,6.0,128.0,12.0,20.0,5.0,3120,296.4
Xiaomi Redmi S2 (Redmi Y2),1,2018,170,LCD,5.99,269,2.0,4.0,64.0,12.0,16.0,4.2,3080,170.99999999999997
Xiaomi Mi Mix 2S,1,2018,191,LCD,5.99,403,2.8,8.0,256.0,12.0,5.0,5.0,3400,456.0
Xiaomi Redmi Note 5 AI Dual Camera,1,2018,181,LCD,5.99,403,1.8,6.0,64.0,12.0,13.0,5.0,4000,205.2
Xiaomi Redmi Note 5 Pro,1,2018,181,LCD,5.99,403,1.8,6.0,64.0,12.0,20.0,5.0,4000,205.2
Xiaomi Black Shark,1,2018,190,LCD,5.99,403,2.8,8.0,128.0,12.0,20.0,5.0,4000,456.0
Xiaomi Redmi Note 5 (Redmi 5 Plus),1,2018,180,LCD,5.99,403,2.0,4.0,64.0,12.0,5.0,4.2,4000,182.4
Xiaomi Redmi 5,1,2017,157,LCD,5.7,282,1.8,4.0,32.0,12.0,5.0,4.2,3300,182.4
Xiaomi Redmi 5A,1,2017,137,LCD,5.0,296,1.4,3.0,32.0,13.0,5.0,4.1,3000,125.4
Xiaomi Redmi Y1 (Note 5A),1,2017,153,LCD,5.5,267,1.4,4.0,64.0,13.0,16.0,4.2,3080,159.6
Xiaomi Mi Note 3,1,2017,163,LCD,5.5,401,2.2,6.0,128.0,12.0,16.0,5.0,3500,319.2
Xiaomi Mi Mix 2,1,2017,185,LCD,5.99,403,2.45,8.0,128.0,12.0,5.0,5.0,3400,467.4
Xiaomi Mi A1 (Mi 5X),1,2017,165,LCD,5.5,403,2.0,4.0,64.0,12.0,5.0,4.2,3080,193.8
Xiaomi Mi Max 2,1,2017,211,LCD,6.44,342,2.0,4.0,128.0,12.0,5.0,4.2,5300,228.0
Xiaomi Redmi 4 (4X),1,2017,150,LCD,5.0,294,1.4,4.0,64.0,13.0,5.0,4.2,4100,125.4
Xiaomi Mi 6,1,2017,168,LCD,5.15,428,2.45,6.0,128.0,12.0,8.0,5.0,3350,376.2
Xiaomi Mi Pad 3,0,2017,328,LCD,7.9,326,2.1,4.0,64.0,13.0,5.0,4.1,6600,330.6
Xiaomi Mi 5c,1,2017,135,LCD,5.15,428,2.2,3.0,64.0,12.0,8.0,4.1,2860,170.99999999999997
Xiaomi Redmi Note 4X,1,2017,165,LCD,5.5,401,2.0,4.0,64.0,13.0,5.0,4.2,4100,148.2
Xiaomi Redmi Note 4,1,2017,165,LCD,5.5,401,2.0,4.0,64.0,13.0,5.0,4.1,4100,170.99999999999997
Xiaomi Redmi 4A,1,2016,131,LCD,5.0,296,1.4,2.0,32.0,13.0,5.0,4.1,3120,125.4
Xiaomi Redmi 4 (China),1,2016,156,LCD,5.0,296,1.4,2.0,16.0,13.0,5.0,4.1,4100,148.2
Xiaomi Redmi 4 Prime,1,2016,156,LCD,5.0,441,2.0,3.0,32.0,13.0,5.0,4.2,4100,182.4
Yezz Epic T,1,2018,469,LCD,5.5,401,1.5,3.0,32.0,16.0,8.0,4.0,9000,285.0
Yota YotaPhone 3,1,2017,170,OLED,5.5,401,2.0,4.0,128.0,12.0,13.0,4.2,3300,353.4
Yota YotaPhone 2,1,2014,145,OLED,5.0,442,2.3,2.0,32.0,8.0,2.1,4.0,2500,170.99999999999997
Yota YotaPhone,1,2012,146,LCD,4.3,342,1.7,2.0,32.0,13.0,1.0,4.0,1800,478.8
YU Yunique 2,1,2017,159,LCD,5.0,294,1.3,2.0,16.0,13.0,5.0,4.0,2500,84.0
YU Yureka Black,1,2017,152,LCD,5.0,441,1.4,4.0,32.0,13.0,8.0,4.0,3000,126.0
YU Yunique Plus,1,2016,128,LCD,4.7,312,1.2,2.0,8.0,8.0,2.0,4.0,2000,91.2
YU Yureka S,1,2016,172,LCD,5.2,424,1.7,3.0,16.0,13.0,5.0,4.0,3000,193.8
YU Yunicorn,1,2016,172,LCD,5.5,401,1.8,4.0,32.0,13.0,5.0,4.1,4000,205.2
YU Yutopia,1,2015,159,LCD,5.2,565,2.0,4.0,32.0,21.0,8.0,4.1,3000,478.8
YU Yunique,1,2015,128,LCD,4.7,312,1.2,1.0,8.0,8.0,2.0,4.0,2000,79.8
YU Yuphoria,1,2015,143,LCD,5.0,294,1.2,2.0,16.0,8.0,5.0,4.0,2230,102.6
YU Yureka,1,2015,155,LCD,5.5,267,1.7,2.0,16.0,13.0,5.0,4.0,2500,148.2
ZTE nubia Red Magic Mars,1,2018,193,LCD,6.0,402,2.8,10.0,256.0,16.0,8.0,5.0,3800,478.8
ZTE nubia X,1,2018,181,LCD,6.26,403,2.65,8.0,512.0,16.0,0.0,5.0,3800,513.0
ZTE nubia Z18,1,2018,172,LCD,5.99,403,2.65,8.0,128.0,24.0,8.0,5.0,3450,456.0
ZTE nubia Red Magic,1,2018,185,LCD,6.0,402,2.35,8.0,128.0,24.0,8.0,5.0,3800,456.0
ZTE nubia Z18 mini,1,2018,153,LCD,5.7,424,2.2,6.0,128.0,24.0,8.0,5.0,3450,296.4
ZTE nubia V18,1,2018,170,LCD,6.01,402,2.0,4.0,64.0,13.0,8.0,4.1,4000,228.0
ZTE nubia N3,1,2018,190,LCD,6.01,403,2.0,4.0,64.0,16.0,16.0,4.1,5000,341.99999999999994
ZTE Blade V9,1,2018,140,LCD,5.7,424,1.8,4.0,64.0,16.0,8.0,4.2,3100,170.99999999999997
ZTE Blade A6,1,2017,160,LCD,5.2,282,1.4,3.0,32.0,13.0,5.0,4.1,5000,216.6
ZTE Blade A3,1,2017,164,LCD,5.5,267,1.5,3.0,32.0,13.0,5.0,4.1,4000,170.99999999999997
ZTE Maven 2,1,2017,166,LCD,5.0,196,1.1,1.0,8.0,5.0,2.0,4.1,2300,60.0
ZTE Blade X,1,2017,156,LCD,5.5,267,1.4,2.0,16.0,13.0,5.0,4.2,3000,120.0
ZTE Axon M,1,2017,230,LCD,5.2,426,2.15,4.0,64.0,20.0,0.0,4.2,3180,730.0
ZTE nubia Z17s,1,2017,170,LCD,5.73,403,2.45,8.0,128.0,12.0,5.0,4.1,3100,410.4
ZTE nubia Z17 miniS,1,2017,155,LCD,5.2,424,1.95,6.0,64.0,13.0,16.0,4.1,3200,228.0
ZTE nubia Z17 lite,1,2017,168,LCD,5.5,401,1.95,6.0,64.0,13.0,16.0,4.2,3200,285.0
ZTE Blade Z Max,1,2017,175,LCD,6.0,367,1.4,2.0,32.0,16.0,8.0,4.2,4080,130.0
ZTE Blade Force,1,2017,170,LCD,5.5,267,1.4,2.0,16.0,8.0,5.0,4.2,3000,130.0
ZTE Tempo X,1,2017,141,LCD,5.0,196,1.1,1.0,8.0,5.0,2.0,4.1,2200,80.0
ZTE Blade A601,1,2016,152,LCD,5.0,294,1.0,1.0,8.0,8.0,2.0,4.0,4000,91.2
ZTE Grand X View 2,1,2017,330,LCD,8.0,189,1.3,1.0,8.0,5.0,2.0,4.1,4620,180.0
ZTE Blade V7 Plus,1,2017,136,LCD,5.2,424,1.3,3.0,32.0,13.0,5.0,4.0,2540,205.2
ZTE nubia N2,1,2017,180,OLED,5.5,267,1.5,4.0,64.0,13.0,16.0,4.0,5000,296.4
ZTE nubia M2,1,2017,168,OLED,5.5,401,2.0,4.0,64.0,13.0,16.0,4.1,3630,341.99999999999994
ZTE nubia M2 lite,1,2017,164,LCD,5.5,267,1.5,4.0,64.0,13.0,16.0,4.0,3000,136.79999999999998
ZTE nubia Z17,1,2017,173,LCD,5.5,403,2.35,8.0,128.0,12.0,16.0,4.1,3200,341.99999999999994
ZTE Axon 7s,1,2017,170,OLED,5.5,534,2.35,6.0,128.0,12.0,8.0,4.2,3400,513.0
ZTE Max XL,1,2017,180,LCD,6.0,367,1.4,2.0,32.0,13.0,5.0,4.2,3990,136.79999999999998
ZTE nubia Z17 mini,1,2017,155,LCD,5.2,424,1.95,4.0,64.0,13.0,16.0,4.1,2950,193.8
ZTE Blade A520,1,2017,130,LCD,5.0,294,1.25,2.0,16.0,8.0,8.0,4.1,2400,91.2
ZTE nubia N1 lite,1,2017,171,LCD,5.5,267,1.5,2.0,16.0,8.0,5.0,4.1,3000,148.2
ZTE Blade V8 Mini,1,2017,141,LCD,5.0,294,1.4,2.0,16.0,13.0,5.0,4.1,2800,182.4
ZTE Blade V8 Lite,1,2017,136,LCD,5.0,294,1.5,2.0,16.0,8.0,5.0,4.1,2500,170.99999999999997
ZTE Blade A2 Plus,1,2017,189,LCD,5.5,401,1.5,4.0,32.0,13.0,8.0,4.0,5000,170.99999999999997
